name,type,manufacturer,first_flight,status,range_km,cruise_speed_kmh,max_speed_kmh,capacity_passengers,crew,length_m,wingspan_m,era,mission,key_features,design_philosophy,short_description
OKB Sokol-LII M-21,aircraft,,,Active,,,,,,,,Various,aircraft,Aircraft: OKB Sokol-LII M-21. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: OKB Sokol-LII M-21. Source: Wikidata (links to Wikipedia).
AeroVironment Centurion,aircraft,AeroVironment,1998,Active,,,,,,,,Various,aircraft,unmanned aerial vehicle developed by AeroVironment for NASA,Wikipedia-sourced via Wikidata,unmanned aerial vehicle developed by AeroVironment for NASA
Nasnas,aircraft,,,Active,,,,,,,,Various,aircraft,Tunisian unmanned aerial vehicle,Wikipedia-sourced via Wikidata,Tunisian unmanned aerial vehicle
Urban R2,aircraft,,,,,,,,,,,Various,aircraft,Arab uav,Wikipedia-sourced via Wikidata,Arab uav
PHONE RX,aircraft,,,,,,,,,,,Various,aircraft,Arab uav,Wikipedia-sourced via Wikidata,Arab uav
Yabon R.,aircraft,,,Active,,,,,,,,Various,aircraft,Arab uav,Wikipedia-sourced via Wikidata,Arab uav
Ibhon HMD,aircraft,,,,,,,,,,,Various,aircraft,Arab uav,Wikipedia-sourced via Wikidata,Arab uav
Impression GRN 1,aircraft,,,,,,,,,,,Various,aircraft,arab uav,Wikipedia-sourced via Wikidata,arab uav
Yabhon-n,aircraft,,,,,,,,,,,Various,aircraft,"target drone, uav",Wikipedia-sourced via Wikidata,"target drone, uav"
Ibhoun H,aircraft,,,,,,,,,,,Various,aircraft,arab uav,Wikipedia-sourced via Wikidata,arab uav
Yabhon United 40,aircraft,,,,,,,,,,,Various,aircraft,UAE unmanned aerial vehicle,Wikipedia-sourced via Wikidata,UAE unmanned aerial vehicle
yephon smart i1,aircraft,,,Active,,,,,,,,Various,aircraft,arab uav,Wikipedia-sourced via Wikidata,arab uav
Impression GRN 2,aircraft,,,Active,,,,,,,,Various,aircraft,arab uav,Wikipedia-sourced via Wikidata,arab uav
Yebhun Smart Eye,aircraft,,,Active,,,,,,,,Various,aircraft,arab uav,Wikipedia-sourced via Wikidata,arab uav
Northrop Grumman RQ-180,aircraft,Northrop Grumman Corporation,2013,Active,3900,,,,,40,50,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
ZALA 421-23,aircraft,,,Active,,,,,,,,Various,aircraft,Russian UAV in helicopter configuration,Wikipedia-sourced via Wikidata,Russian UAV in helicopter configuration
Hazem,aircraft,,,Active,,,,,,,,Various,aircraft,Unmanned aerial vehicle of Iran,Wikipedia-sourced via Wikidata,Unmanned aerial vehicle of Iran
Baekryeong Island drone,aircraft,,,Active,,,,,,,,Various,aircraft,Aircraft: Baekryeong Island drone. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: Baekryeong Island drone. Source: Wikidata (links to Wikipedia).
ZALA 421-22,aircraft,ZALA Aero,,Active,,,,,,,,Various,aircraft,Russian VTOL drone,Wikipedia-sourced via Wikidata,Russian VTOL drone
Burattini's ornithopter,aircraft,Tito Livio Burattini,1648,Active,,,,,,,,Various,aircraft,ornithopter designed by Tito Livio Burattini,Wikipedia-sourced via Wikidata,ornithopter designed by Tito Livio Burattini
Skylark II,aircraft,Elbit Systems Ltd.,,Active,60,,,,,,6.5,Various,aircraft,reconnaissance drone,Wikipedia-sourced via Wikidata,reconnaissance drone
LZ 66,aircraft,Luftschiffbau Zeppelin,,Active,,,,,,,,Various,aircraft,German Zeppelin military airship,Wikipedia-sourced via Wikidata,German Zeppelin military airship
LZ 59,aircraft,Luftschiffbau Zeppelin,,Active,,,,,,,,Various,aircraft,World War I German Navy Airship,Wikipedia-sourced via Wikidata,World War I German Navy Airship
LZ 64,aircraft,Luftschiffbau Zeppelin,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
LZ 52,aircraft,Luftschiffbau Zeppelin,1915,Retired,,,26.7,,,163.5,,Various,aircraft,Zeppelin military airship,Wikipedia-sourced via Wikidata,Zeppelin military airship
LZ 53,aircraft,Luftschiffbau Zeppelin,1915,Retired,,,26,,,163.3,,Various,aircraft,German World War I-era zeppelin,Wikipedia-sourced via Wikidata,German World War I-era zeppelin
LZ 75,aircraft,Luftschiffbau Zeppelin,,Active,,,,,,,,Various,aircraft,Zeppelin airship,Wikipedia-sourced via Wikidata,Zeppelin airship
LZ 69,aircraft,Luftschiffbau Zeppelin,,Active,,,,,,,,Various,aircraft,German Zeppelin military airship,Wikipedia-sourced via Wikidata,German Zeppelin military airship
LZ 99,aircraft,Luftschiffbau Zeppelin,,Active,,,,,,,,Various,aircraft,Aircraft: LZ 99. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: LZ 99. Source: Wikidata (links to Wikipedia).
LZ 55,aircraft,Luftschiffbau Zeppelin,,Active,,,,,,,,Various,aircraft,Aircraft: LZ 55. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: LZ 55. Source: Wikidata (links to Wikipedia).
AscTec Falcon 8,aircraft,,,Active,,,,,,,,Various,aircraft,german/American camera drone,Wikipedia-sourced via Wikidata,german/American camera drone
A1-S Furia,aircraft,,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Poseidon,aircraft,,,,,,,,,,,Various,aircraft,"type of nuclear-powered, nuclear-armed UUV",Wikipedia-sourced via Wikidata,"type of nuclear-powered, nuclear-armed UUV"
Skylark 3,aircraft,,,,,,,,,,,Various,aircraft,Israeli uav,Wikipedia-sourced via Wikidata,Israeli uav
Hybrid-Airplane Technology H-Aero,aircraft,,,Active,,,,,,,,Various,aircraft,electric unmanned aerial vehicle; hybrid airship,Wikipedia-sourced via Wikidata,electric unmanned aerial vehicle; hybrid airship
Dirigível Pax,aircraft,,,Active,,,,,,,,Various,aircraft,Aircraft: Dirigível Pax. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: Dirigível Pax. Source: Wikidata (links to Wikipedia).
Yuneec International Typhoon H,aircraft,,,,,,,,,,,Various,aircraft,6 rotor multicopter,Wikipedia-sourced via Wikidata,6 rotor multicopter
DJI Mavic Pro,aircraft,,,,,,,,,,,Various,aircraft,unmanned aerial photography and videography drone,Wikipedia-sourced via Wikidata,unmanned aerial photography and videography drone
Mine Kafon Drone,aircraft,,,,,,,,,,,Various,aircraft,drone for demining,Wikipedia-sourced via Wikidata,drone for demining
Shahed 191,aircraft,,,,,,,,,,,Various,aircraft,Iranian flying wing unmanned combat aerial vehicle,Wikipedia-sourced via Wikidata,Iranian flying wing unmanned combat aerial vehicle
Piccolissimo,aircraft,,,,,,,,,,,Various,aircraft,Aircraft: Piccolissimo. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: Piccolissimo. Source: Wikidata (links to Wikipedia).
Aquila,aircraft,,,,,,,,,,,Various,aircraft,drone owned by Facebook,Wikipedia-sourced via Wikidata,drone owned by Facebook
GoPro Karma,aircraft,,,,,,,,,,,Various,aircraft,American camera drone,Wikipedia-sourced via Wikidata,American camera drone
Eleron-3,aircraft,,,,,,,,,,,Various,aircraft,"Russian unmanned aerial vehicle (UAV), tactical drone",Wikipedia-sourced via Wikidata,"Russian unmanned aerial vehicle (UAV), tactical drone"
Eleron-10,aircraft,,,,,,,,,,,Various,aircraft,Russian reconnaissance UAV,Wikipedia-sourced via Wikidata,Russian reconnaissance UAV
ENICS Е-25,aircraft,,,,,,,,,,,Various,aircraft,Russian training air target,Wikipedia-sourced via Wikidata,Russian training air target
Great Kite,aircraft,,,Active,,,,,,,,Various,aircraft,wooden machine designed by Leonardo da Vinci,Wikipedia-sourced via Wikidata,wooden machine designed by Leonardo da Vinci
"Ville de Paris (Luftschiff, 1903)",aircraft,,,Active,,,,,,,,Various,aircraft,"Aircraft: Ville de Paris (Luftschiff, 1903). Source: Wikidata (links to Wikipedia).",Wikipedia-sourced via Wikidata,"Aircraft: Ville de Paris (Luftschiff, 1903). Source: Wikidata (links to Wikipedia)."
Island X-199 Spectra,aircraft,,,,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Concorde 001,aircraft,Sud-Aviation,1969,Retired,,,,,,,,Various,aircraft,Aerospatiale/BAC Concorde airliner,Wikipedia-sourced via Wikidata,Aerospatiale/BAC Concorde airliner
Concorde 002,aircraft,British Aircraft Corporation,1969,Active,,,,,,,,Various,aircraft,Aerospatiale/BAC Concorde airliner,Wikipedia-sourced via Wikidata,Aerospatiale/BAC Concorde airliner
Concorde 101,aircraft,British Aircraft Corporation,1971,Active,,,,,,,,Various,aircraft,Aerospatiale/BAC Concorde airliner,Wikipedia-sourced via Wikidata,Aerospatiale/BAC Concorde airliner
Concorde 102,aircraft,Aérospatiale,1973,Active,,,,,,,,Various,aircraft,Aerospatiale/BAC Concorde airliner,Wikipedia-sourced via Wikidata,Aerospatiale/BAC Concorde airliner
Concorde 201,aircraft,Aérospatiale,1973,Active,,,,,,,,Various,aircraft,Aerospatiale/BAC Concorde airliner,Wikipedia-sourced via Wikidata,Aerospatiale/BAC Concorde airliner
Concorde 203,aircraft,Aérospatiale,1975,Active,,,,,,,,Various,aircraft,Aerospatiale/BAC Concorde airliner,Wikipedia-sourced via Wikidata,Aerospatiale/BAC Concorde airliner
Concorde 204,aircraft,British Aircraft Corporation,1975,Retired,,,,,,,,Various,aircraft,Aerospatiale/BAC Concorde airliner,Wikipedia-sourced via Wikidata,Aerospatiale/BAC Concorde airliner
Concorde 205,aircraft,Aérospatiale,1975,Retired,,,,,,,,Various,aircraft,Aerospatiale/BAC Concorde airliner,Wikipedia-sourced via Wikidata,Aerospatiale/BAC Concorde airliner
Concorde 206,aircraft,British Aircraft Corporation,1975,Retired,,,,,,,,Various,aircraft,Aerospatiale/BAC Concorde airliner,Wikipedia-sourced via Wikidata,Aerospatiale/BAC Concorde airliner
Concorde 207,aircraft,Aérospatiale,1976,Retired,,,,,,,,Various,aircraft,Aerospatiale/BAC Concorde airliner,Wikipedia-sourced via Wikidata,Aerospatiale/BAC Concorde airliner
Concorde 208,aircraft,British Aircraft Corporation,1976,Retired,,,,,,,,Various,aircraft,Aerospatiale/BAC Concorde airliner,Wikipedia-sourced via Wikidata,Aerospatiale/BAC Concorde airliner
Concorde 209,aircraft,Aérospatiale,1976,Retired,,,,,,,,Various,aircraft,Aerospatiale/BAC Concorde airliner,Wikipedia-sourced via Wikidata,Aerospatiale/BAC Concorde airliner
Concorde 210,aircraft,British Aircraft Corporation,1976,Retired,,,,,,,,Various,aircraft,Aerospatiale/BAC Concorde airliner,Wikipedia-sourced via Wikidata,Aerospatiale/BAC Concorde airliner
Concorde 211,aircraft,Aérospatiale,1977,Retired,,,,,,,,Various,aircraft,Aerospatiale/BAC Concorde airliner,Wikipedia-sourced via Wikidata,Aerospatiale/BAC Concorde airliner
Concorde 212,aircraft,British Aircraft Corporation,1977,Retired,,,,,,,,Various,aircraft,Aerospatiale/BAC Concorde airliner,Wikipedia-sourced via Wikidata,Aerospatiale/BAC Concorde airliner
Concorde 213,aircraft,Aérospatiale,1978,Retired,,,,,,,,Various,aircraft,Aerospatiale/BAC Concorde airliner,Wikipedia-sourced via Wikidata,Aerospatiale/BAC Concorde airliner
Concorde 214,aircraft,British Aircraft Corporation,1975,Retired,,,,,,,,Various,aircraft,Aerospatiale/BAC Concorde airliner,Wikipedia-sourced via Wikidata,Aerospatiale/BAC Concorde airliner
Concorde 215,aircraft,Aérospatiale,1978,Retired,,,,,,,,Various,aircraft,Aerospatiale/BAC Concorde airliner,Wikipedia-sourced via Wikidata,Aerospatiale/BAC Concorde airliner
Concorde 216,aircraft,British Aerospace,1979,Retired,,,,,,,,Various,aircraft,Aerospatiale/BAC Concorde airliner,Wikipedia-sourced via Wikidata,Aerospatiale/BAC Concorde airliner
PH-AIS,aircraft,,,,,,,,,,,Various,aircraft,Aircraft: PH-AIS. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: PH-AIS. Source: Wikidata (links to Wikipedia).
G-WACG,aircraft,,,,,,,,,,,Various,aircraft,"Cessna 152 aircraft, involved in a fatal mid-air collision, in November 2017",Wikipedia-sourced via Wikidata,"Cessna 152 aircraft, involved in a fatal mid-air collision, in November 2017"
Kaman K-16B,aircraft,,,,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Incendiary kite,aircraft,,,Active,,,,,,,,Various,aircraft,improvised weapon,Wikipedia-sourced via Wikidata,improvised weapon
LZ 43,aircraft,,,,,,,,,,,Various,aircraft,Imperial German Navy Zeppelin airship,Wikipedia-sourced via Wikidata,Imperial German Navy Zeppelin airship
Zeppelin NT,aircraft,Zeppelin Luftschiffttechnik,,Active,,,,,,,,Various,aircraft,Aircraft: Zeppelin NT. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: Zeppelin NT. Source: Wikidata (links to Wikipedia).
Hodek HK-101,aircraft,,1947,Active,,,,,,,,Various,aircraft,Czech light aircraft,Wikipedia-sourced via Wikidata,Czech light aircraft
Heinkel HD 27,aircraft,,,,,,,,,,,Various,aircraft,1920s German aircraft,Wikipedia-sourced via Wikidata,1920s German aircraft
Luch Korsar,aircraft,,2015,Active,,,,,,,,Various,aircraft,Russian tactical drone,Wikipedia-sourced via Wikidata,Russian tactical drone
DJI Mavic 2 Pro,aircraft,DJI,,Active,,,,,,,,Various,aircraft,unmanned aerial photography and videography drone,Wikipedia-sourced via Wikidata,unmanned aerial photography and videography drone
DJI Mavic Pro Platinum,aircraft,DJI,,Active,,,,,,,,Various,aircraft,teleoperated compact quadcopter drone,Wikipedia-sourced via Wikidata,teleoperated compact quadcopter drone
LZ 96 / L 49,aircraft,Luftschiffbau Zeppelin,1917,Active,,,,,,,,Various,aircraft,Imperial German Navy Zeppelin L 49 / LZ 96,Wikipedia-sourced via Wikidata,Imperial German Navy Zeppelin L 49 / LZ 96
DJI AeroScope,aircraft,,,Active,,,,,,,,Various,aircraft,Aircraft: DJI AeroScope. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: DJI AeroScope. Source: Wikidata (links to Wikipedia).
Bayraktar Tactical UAS,aircraft,Baykar,2009,Active,,,,,,,,Various,aircraft,Turkish military UAV,Wikipedia-sourced via Wikidata,Turkish military UAV
CAIG Wing Loong II,aircraft,Chengdu Aircraft Industry Group,,Active,,,,,,,,Various,aircraft,Chinese military UAV,Wikipedia-sourced via Wikidata,Chinese military UAV
Samad,aircraft,,,Active,,,,,,,,Various,aircraft,family of drones,Wikipedia-sourced via Wikidata,family of drones
V.2 (airship),aircraft,,1915,Active,,,,,,,,Various,aircraft,semi-rigid airship built in Italy,Wikipedia-sourced via Wikidata,semi-rigid airship built in Italy
LZ 86 / L 39,aircraft,Luftschiffbau Zeppelin,,Active,,,,,,,,Various,aircraft,"Imperial German Navy Zeppelin LZ 86 / L 39 after being shot down on March 17, 1917",Wikipedia-sourced via Wikidata,"Imperial German Navy Zeppelin LZ 86 / L 39 after being shot down on March 17, 1917"
Zeppelin L 45,aircraft,Luftschiffbau Zeppelin,,Active,,,,,,,,Various,aircraft,Imperial Zeppelin L 45 Destroyed in a forced landing on 20 October 1917,Wikipedia-sourced via Wikidata,Imperial Zeppelin L 45 Destroyed in a forced landing on 20 October 1917
LZ 112 / L 70 Zeppelin of the Imperial German Military,aircraft,Luftschiffbau Zeppelin,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Sterkh-BM,aircraft,,,Active,,,,,,,,Various,aircraft,type of aircraft,Wikipedia-sourced via Wikidata,type of aircraft
Meraj (UAV),aircraft,,,Active,,,,,,,,Various,aircraft,Iranian unmanned aerial vehicle,Wikipedia-sourced via Wikidata,Iranian unmanned aerial vehicle
Ring Always Home Cam,aircraft,Ring,,Active,,,,,,,,Various,aircraft,Ring home security drone,Wikipedia-sourced via Wikidata,Ring home security drone
Falco EVO,aircraft,Leonardo,,Active,,,,,,6.2,12.5,Various,aircraft,surveillance drone,Wikipedia-sourced via Wikidata,surveillance drone
DJI Mini 2,aircraft,DJI,,Active,,,,,,138,,Various,aircraft,teleoperated compact quadcopter drone,Wikipedia-sourced via Wikidata,teleoperated compact quadcopter drone
Quarterhorse,aircraft,,2024,Active,,,,,,,,Various,aircraft,hypersonic unmanned aerial vehicle,Wikipedia-sourced via Wikidata,hypersonic unmanned aerial vehicle
Volocopter VoloDrone,aircraft,Volocopter,,Active,,,,,,,,Various,aircraft,Aircraft: Volocopter VoloDrone. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: Volocopter VoloDrone. Source: Wikidata (links to Wikipedia).
Tello,aircraft,Ryze Technology,,Active,,,,,,,,Various,aircraft,unmanned indoor and videography drone,Wikipedia-sourced via Wikidata,unmanned indoor and videography drone
Zeppelin LZ 47 (LZ 77),aircraft,Luftschiffbau Zeppelin,1915,Active,,,,,,163.5,,Various,aircraft,Imperial German Navy Zeppelin LZ 47 (LZ 77) Airship,Wikipedia-sourced via Wikidata,Imperial German Navy Zeppelin LZ 47 (LZ 77) Airship
Turkish drones,aircraft,,,Active,,,,,,,,Various,aircraft,unmanned aerial vehicles made by Turkish companies,Wikipedia-sourced via Wikidata,unmanned aerial vehicles made by Turkish companies
Black kite,aircraft,,,Active,,,,,,,,Various,aircraft,work of art by Artist Unknown,Wikipedia-sourced via Wikidata,work of art by Artist Unknown
Shahed 149,aircraft,,,Active,,,,,,,,Various,aircraft,Iranian military unmanned aerial vehicle,Wikipedia-sourced via Wikidata,Iranian military unmanned aerial vehicle
Shahed 121,aircraft,,,Active,,,,,,,,Various,aircraft,Iranian unmanned aerial vehicle,Wikipedia-sourced via Wikidata,Iranian unmanned aerial vehicle
DJI Air 2S,aircraft,DJI,,Active,,,,,,,,Various,aircraft,unmanned aerial photography and videography drone,Wikipedia-sourced via Wikidata,unmanned aerial photography and videography drone
Shahed 123,aircraft,Shahed Aviation Industries Research Center,2007,Active,,,,,,,,Various,aircraft,Iranian reconnaissance drone,Wikipedia-sourced via Wikidata,Iranian reconnaissance drone
AQ-400 Scythe,aircraft,,,Active,,,,,,,,Various,aircraft,loitering munition,Wikipedia-sourced via Wikidata,loitering munition
Zipline (delivery drone),aircraft,Zipline International,,Active,,,,,,,,Various,aircraft,Delivery drone,Wikipedia-sourced via Wikidata,Delivery drone
Aerostar,aircraft,Aeronautics Defense Systems,,Active,,,,,,,,Various,aircraft,Aircraft: Aerostar. Source: Wikidata (links to Wikipedia).,Wikipedia-sourced via Wikidata,Aircraft: Aerostar. Source: Wikidata (links to Wikipedia).
DJI Mini 4 Pro,aircraft,DJI,,Active,,,,,,,,Various,aircraft,unmanned aerial photography and videography drone,Wikipedia-sourced via Wikidata,unmanned aerial photography and videography drone
DJI FlyCart 30,aircraft,DJI,,Active,,,,,,,,Various,aircraft,unmanned transport drone,Wikipedia-sourced via Wikidata,unmanned transport drone
DJI FlyCart 100,aircraft,DJI,,Active,,,,,,,,Various,aircraft,unmanned transport drone,Wikipedia-sourced via Wikidata,unmanned transport drone
DJI Avata 360,aircraft,DJI,,Active,,,,,,,,Various,aircraft,unmanned compact quadcopter FPV drone,Wikipedia-sourced via Wikidata,unmanned compact quadcopter FPV drone
DJI Agras T10,aircraft,DJI,,Active,,,,,,,,Various,aircraft,unmanned agricultural drone,Wikipedia-sourced via Wikidata,unmanned agricultural drone
DJI Agras T16,aircraft,DJI,,Active,,,,,,,,Various,aircraft,unmanned agricultural drone,Wikipedia-sourced via Wikidata,unmanned agricultural drone
DJI Agras T20,aircraft,DJI,,Active,,,,,,,,Various,aircraft,unmanned agricultural drone,Wikipedia-sourced via Wikidata,unmanned agricultural drone
